@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-V-R12,26,31,32,48,58,63,69,77,78,82,84,85,90,91,92,122,128,129,130,134,150,166,169,173,177,185,205,217,224,229,234,236,268,278,280,282,287,307,342,365,367,371,392,396,397,405,407,411,414,415,420,435,455,459,465,467,473,474,478,481,490,491,519,525,526,541,557,559,561,565,571,576,579,584,601,607,620,636,641,643,652,656,658,673,759,768,770,771,804,813,837,866,912,960,977,983,996,1000,1007,1014,1015,1030,1035,1051,1057,1061,1071,1087,1100,1109,1118,1119,1122,1127,1157,1167,1168,1194,1196,1206,1220,1224,1226,1234,1236,1238,1239,1247,1248,1250,1260,1264,1270,1277,1309'

@attribute pcm_intensity_sma_skewness numeric
@attribute pcm_loudness_sma_linregc1 numeric
@attribute pcm_loudness_sma_skewness numeric
@attribute pcm_loudness_sma_kurtosis numeric
@attribute mfcc_sma[1]_linregerrQ numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_skewness numeric
@attribute mfcc_sma[3]_max numeric
@attribute mfcc_sma[3]_min numeric
@attribute mfcc_sma[3]_amean numeric
@attribute mfcc_sma[3]_linregc2 numeric
@attribute mfcc_sma[3]_linregerrA numeric
@attribute mfcc_sma[3]_quartile1 numeric
@attribute mfcc_sma[3]_quartile2 numeric
@attribute mfcc_sma[3]_quartile3 numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[5]_quartile1 numeric
@attribute mfcc_sma[5]_quartile2 numeric
@attribute mfcc_sma[5]_quartile3 numeric
@attribute mfcc_sma[6]_max numeric
@attribute mfcc_sma[6]_iqr1-2 numeric
@attribute mfcc_sma[7]_quartile1 numeric
@attribute mfcc_sma[7]_iqr1-2 numeric
@attribute mfcc_sma[8]_min numeric
@attribute mfcc_sma[8]_amean numeric
@attribute mfcc_sma[8]_quartile1 numeric
@attribute mfcc_sma[9]_quartile2 numeric
@attribute mfcc_sma[10]_linregc2 numeric
@attribute mfcc_sma[10]_quartile2 numeric
@attribute mfcc_sma[11]_max numeric
@attribute mfcc_sma[11]_amean numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute lspFreq_sma[0]_min numeric
@attribute lspFreq_sma[0]_skewness numeric
@attribute lspFreq_sma[0]_quartile1 numeric
@attribute lspFreq_sma[0]_quartile3 numeric
@attribute lspFreq_sma[1]_min numeric
@attribute lspFreq_sma[2]_range numeric
@attribute lspFreq_sma[3]_iqr1-3 numeric
@attribute lspFreq_sma[5]_maxPos numeric
@attribute lspFreq_sma[5]_amean numeric
@attribute lspFreq_sma[5]_linregerrQ numeric
@attribute lspFreq_sma[6]_skewness numeric
@attribute lspFreq_sma[6]_quartile3 numeric
@attribute lspFreq_sma[6]_iqr1-2 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute lspFreq_sma[7]_linregc2 numeric
@attribute lspFreq_sma[7]_skewness numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile3 numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_iqr1-2 numeric
@attribute voiceProb_sma_iqr2-3 numeric
@attribute F0_sma_range numeric
@attribute F0_sma_linregerrA numeric
@attribute F0_sma_stddev numeric
@attribute F0_sma_iqr1-2 numeric
@attribute F0_sma_iqr2-3 numeric
@attribute F0env_sma_range numeric
@attribute F0env_sma_amean numeric
@attribute F0env_sma_quartile2 numeric
@attribute F0env_sma_quartile3 numeric
@attribute pcm_loudness_sma_de_amean numeric
@attribute pcm_loudness_sma_de_skewness numeric
@attribute pcm_loudness_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_linregerrA numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[2]_linregc2 numeric
@attribute mfcc_sma_de[2]_linregerrQ numeric
@attribute mfcc_sma_de[2]_quartile1 numeric
@attribute mfcc_sma_de[3]_max numeric
@attribute mfcc_sma_de[3]_amean numeric
@attribute mfcc_sma_de[3]_linregerrA numeric
@attribute mfcc_sma_de[3]_quartile1 numeric
@attribute mfcc_sma_de[4]_skewness numeric
@attribute mfcc_sma_de[4]_iqr2-3 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_linregerrA numeric
@attribute mfcc_sma_de[6]_quartile1 numeric
@attribute mfcc_sma_de[6]_quartile3 numeric
@attribute mfcc_sma_de[7]_amean numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[7]_skewness numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[12]_iqr2-3 numeric
@attribute lspFreq_sma_de[0]_linregc2 numeric
@attribute lspFreq_sma_de[0]_linregerrQ numeric
@attribute lspFreq_sma_de[0]_stddev numeric
@attribute lspFreq_sma_de[2]_amean numeric
@attribute lspFreq_sma_de[2]_quartile2 numeric
@attribute lspFreq_sma_de[4]_max numeric
@attribute lspFreq_sma_de[5]_stddev numeric
@attribute lspFreq_sma_de[7]_iqr1-3 numeric
@attribute F0_sma_de_linregerrQ numeric
@attribute F0env_sma_de_linregc2 numeric
@attribute F0env_sma_de_quartile1 numeric
@attribute f0skewx numeric
@attribute f0Varx numeric
@attribute f0Ampskewx numeric
@attribute LHmeanx numeric
@attribute LHRate numeric
@attribute LH2skewx numeric
@attribute LH3Minx numeric
@attribute f0deltaskewx numeric
@attribute f0AmpDeltameanx numeric
@attribute f0AmpDeltakurtx numeric
@attribute LHdeltakurtx numeric
@attribute LH3deltameanx numeric
@attribute StepUskewx numeric
@attribute StepOqmeanx numeric
@attribute StepArmsx numeric
@attribute StepAqmeanx numeric
@attribute StepAVarx numeric
@attribute StepU2meanx numeric
@attribute StepOdeltameanx numeric
@attribute StepAdeltameanx numeric
@attribute StepAdeltarmsx numeric
@attribute f0Delta2Maxx numeric
@attribute f0Delta2Rangex numeric
@attribute f0AmpDelta2Rangex numeric
@attribute LHDelta2skewx numeric
@attribute LH2Delta2Maxx numeric
@attribute LH2Delta2Rangex numeric
@attribute LH3Delta2Maxx numeric
@attribute LH3Delta2Rangex numeric
@attribute LH3Delta2rmsx numeric
@attribute LH3Delta2qmeanx numeric
@attribute StepUDelta2meanx numeric
@attribute StepUDelta2rmsx numeric
@attribute StepUDelta2skewx numeric
@attribute StepODelta2skewx numeric
@attribute StepADelta2Maxx numeric
@attribute StepADelta2skewx numeric
@attribute StepU2Delta2meanx numeric
@attribute emotion {A,N,H,S,B,D,F}

@data
3.475671,-0.00015,1.285267,4.56285,279.7374,10.50919,-18.62298,-0.501991,66.17645,-16.8719,29.45639,35.17066,12.35395,17.171,30.05952,40.99429,-9.520638,-14.5468,-1.09179,16.11195,20.46167,10.27869,-7.037006,9.236987,-111.2815,-47.81518,-61.49748,11.05075,-11.12151,-15.68003,56.99751,1.726784,15.42235,0.130721,1.094815,0.179437,0.41488,0.220257,0.644357,0.151005,14,1.79847,0.012591,-0.313257,2.105669,0.056717,2.310055,2.297556,0.810961,2.283926,2.373248,0.023333,0.053333,0.130538,470.5882,83.87167,114.1421,133.1902,29.51324,435.5717,240.6158,226.6966,260.1609,-0.000294,0.51605,4.713687,2.453031,-0.023228,-0.063334,11.15017,-2.018374,8.058481,-0.081484,2.495309,-1.478416,0.085182,2.146657,-0.169925,3.350346,-2.570064,2.806273,0.12523,19.40364,-0.344589,-0.056821,2.409787,-0.005875,0.001281,0.035951,-0.000215,-0.001318,0.134165,0.028604,0.043405,923.2961,3.359098,-2.049433,1.62,1976.64,3.92,96.56,8.32,3.18,1,2.69,-9.69,7.88,4.91,-2705.7,0.21,0.73,8.59,0.27,53354.07,87.12,-4.12,-1.94,2.31,30.38,80.91,401.56,2.18,429973.83,881988.19,72169.45,129591.99,183.27,1,-138.31,5.54,3.46,2.69,90.19,2.13,-17.21,A
5.445972,-0.000112,1.160897,4.405231,405.2313,21.07646,-16.11569,-0.207736,71.05759,-32.28272,24.24445,22.94794,15.94339,11.90848,23.25666,37.94165,13.66337,-3.972097,10.80647,22.43146,25.07527,12.38054,-3.57493,11.60457,-100.894,-42.66045,-54.32468,18.70259,-20.86888,-14.56991,48.41037,3.268604,1.922719,0.040912,0.904008,0.217961,0.474841,0.243479,1.027319,0.253582,604,1.848097,0.014873,-0.336526,2.124241,0.065417,2.319956,2.325952,0.927311,2.298195,2.37578,0.000833,0.0675,0.193621,455.5699,116.4042,131.3352,113.6508,136.5223,393.5194,272.9341,274.232,307.9021,-0.000274,0.716537,6.13695,2.897419,0.007285,-0.093292,13.82575,-2.417101,11.90933,-0.005522,2.676866,-1.836819,-0.339154,2.164943,-0.018271,3.212893,-2.4324,2.713589,0.013092,15.81502,-0.143591,0.046379,2.4215,0.001161,0.001813,0.042589,0.000669,-0.001576,0.163428,0.027058,0.039146,1428.536,1.476159,-1.526801,0.44,2728.47,1.55,95.3,5.85,2.06,1,1.99,1.03,4.53,6.22,-5178.25,-0.45,1.11,13.74,0.39,142704.08,99.2,-4.76,-6.68,3.98,25.42,57.63,221.65,2.07,235033.73,611138.58,180840.93,551008.72,428.93,1,-117.16,4.71,2.82,2.2,117.52,2.09,-22.06,A
3.46701,-0.000712,1.064036,3.819004,235.6801,24.53219,-31.70217,0.013931,93.82462,-18.94083,33.15033,34.06942,17.91459,14.63542,35.38824,49.36464,30.42925,8.93942,23.61737,33.45981,30.49474,11.9443,1.247442,13.08107,-81.41814,-21.27708,-36.29142,17.29239,-28.79803,-14.65487,70.14264,5.637561,9.912057,0.034033,0.104355,0.423878,0.652972,0.350334,0.9169,0.161172,1,1.786921,0.017922,-0.465218,2.096671,0.086376,2.314082,2.249946,0.672587,2.294421,2.377316,0,0.1025,0.172665,484.8485,142.1916,166.9279,242.4242,108.0331,484.4792,337.3234,361.0654,402.4191,-0.000415,-0.035693,4.611147,2.26772,0.023706,-0.374773,21.30608,-2.123783,11.15665,-0.068978,2.974104,-1.884905,-0.384263,2.586023,-0.164034,3.841681,-3.161891,3.038188,-0.012397,18.52981,-0.196118,-0.008929,2.384863,0.000007,0.001984,0.044538,0.000383,0.000682,0.092043,0.028718,0.039234,1838.408,2.086756,-1.159515,-0.24,4971.11,1.55,1.44,1.19,1.5,7225,0.69,-2.89,-2.74,-2.49,9225.88,0.49,0.47,10.13,1.97,55536.39,211.33,-3.34,56.7,2.82,12.93,68.42,65.22,0.81,49352.98,71305.88,7803.61,37047.27,98.89,33.17,1.79,0.97,1.43,0.97,47.4,0.9,-15.16,A
2.661364,0.000574,0.496191,2.708948,118.7075,2.978878,-42.15771,0.810962,76.74767,-8.908664,25.97626,14.12661,12.47592,11.22899,28.76852,38.78425,8.897699,0,15.0109,27.72047,20.52006,14.81281,0,11.32306,-70.78906,-14.21046,-28.19326,13.87859,-14.6827,-12.62804,63.2767,8.020372,11.34472,0.150189,-0.051639,0.421929,0.626774,0.43115,0.572037,0.079576,81,1.772532,0.017952,1.382096,2.082106,0.073739,2.343765,2.411132,1.151817,2.290099,2.412905,0,0.08625,0.200849,484.8485,171.9436,185.7932,159.0593,220.8037,439.6854,395.9991,402.6536,441.0556,0.000248,0.225105,3.882741,1.543927,0.022363,-0.103333,12.56267,-1.72398,18.90733,0.011225,2.449487,-1.705494,-1.150185,1.997873,-0.339467,3.413191,-2.607831,2.855228,0.050966,14.55297,-0.046563,-0.318578,2.157681,0.001187,0.000886,0.029783,0.000108,0,0.096861,0.028912,0.045733,2011.914,2.604256,-1.493257,-0.56,6965.1,1.94,7.37,0.49,1.52,137,0.85,0.15,-1.94,-1.42,13111.52,-0.12,0.19,9.87,1.23,46726.5,288.13,0.59,15.74,2.1,33.63,105.28,77.86,1.08,144845.63,223401.54,125313.06,249734.64,417.3,111.22,-10.03,0.96,1.45,1.46,49.1,0.94,-42.15,A
4.042263,-0.00044,1.174062,3.979403,199.8564,29.67294,-35.95169,0.46267,89.76965,-43.30383,25.38596,27.94722,18.61135,6.966205,26.54807,40.29642,24.73101,7.803267,26.95382,42.35617,24.57359,15.41151,0.556261,16.50806,-65.12772,-10.54111,-22.27812,19.30299,-0.498294,-5.477022,58.95293,13.63319,35.84141,0.037912,-0.404971,0.434377,0.662083,0.442455,1.001332,0.108753,697,1.826312,0.017882,1.241853,2.089797,0.074406,2.336753,2.252445,1.198683,2.310377,2.395927,0,0.1075,0.159915,484.8485,157.3187,173.4691,254.1123,87.22653,435.2109,371.7296,366.3703,429.1466,-0.000049,-0.025365,4.129921,2.47763,0.072791,-0.274626,24.54762,-1.821092,15.13912,-0.044251,3.159543,-2.493701,-0.82348,2.277766,-0.149852,3.602747,-2.514655,2.852476,0.002475,21.73075,-0.381638,0.168232,2.73639,0.002018,0.001794,0.042378,0.00021,0,0.154541,0.028378,0.05117,2173.598,1.88927,-1.828601,-1.75,7272.79,0.91,10.89,1.08,1.16,200,0.66,2.07,-2.64,-2.5,3406.64,0.65,0.79,6.94,0.63,30070.11,122.68,6.37,27.93,1.84,24.8,84.94,141.43,0.75,122804.74,340169.22,63586.11,120437.99,242.61,89.92,-4.3,0.91,1.09,0.91,34.95,0.97,-9.16,A
5.106682,0.001724,0.723576,3.085605,245.0084,15.81182,-27.33169,0.215127,60.14951,-43.26424,12.42428,-0.780028,19.90133,-1.049894,9.588282,31.78139,31.94137,0,18.49428,36.18819,20.33352,15.44405,-2.047192,6.840465,-81.20639,-20.32755,-42.36142,7.961834,-7.91552,-14.28808,45.97284,5.007013,10.21476,0.150158,0.807278,0.349084,0.520217,0.421531,0.749961,0.166677,22,1.857476,0.022367,1.032517,2.117743,0.072408,2.371809,2.383159,0.991988,2.303663,2.432872,0.025833,0.068333,0.193461,444.4444,111.0128,157.0781,284.9092,60.57407,413.147,298.1537,322.0482,356.1276,0.001271,0.491187,4.702878,2.154777,-0.111115,-0.648095,18.48118,-1.293269,16.89605,0.114513,2.54309,-1.707038,0.079315,2.070391,-0.609076,3.624531,-2.597266,2.825417,-0.154752,15.58838,-0.005132,0.047506,2.072357,0.001761,0.001495,0.038662,-0.000616,0,0.086195,0.034674,0.055269,1207.934,4.344897,-0.382112,0.69,7701.74,2.5,9.37,2.35,0.78,306,1.43,-0.35,0.12,1.15,-373.63,0,0.58,7.48,1.23,22449.68,76.11,-3.79,-8.24,1.64,25.42,106.64,101.06,1.61,151491.17,192312.77,15672.15,29822.57,45.71,1,-9.91,0.69,2.23,2.02,29.62,1.51,-16.75,A
6.066792,-0.000081,1.181809,3.981584,205.6972,17.8564,-33.85616,0.150963,79.92602,-27.03019,27.27277,27.50695,15.95603,15.85427,28.75845,40.64907,18.85763,0.913977,15.18388,28.66276,41.4851,13.12308,2.230469,14.16461,-61.65351,-18.04323,-31.90937,18.08125,-15.16232,-11.65856,76.17487,12.78706,14.05305,0.038954,-0.480664,0.399051,0.626041,0.33602,0.862981,0.128471,355,1.799034,0.017495,0.618752,2.113982,0.071812,2.309116,2.223762,1.40147,2.280335,2.349952,0,0.111667,0.139628,484.8485,160.4251,176.6458,248.062,116.9838,474.7681,383.3718,383.4593,439.7639,-0.000351,0.200351,4.39279,2.534338,-0.037914,-0.396704,18.71746,-2.956432,20.38408,-0.032518,2.802403,-2.302827,-0.465885,2.73703,-0.051328,3.511786,-2.84636,2.782535,-0.010086,22.03641,-0.353842,0.008502,2.647048,0.002422,0.002166,0.046554,-0.000031,-0.002285,0.1568,0.032219,0.043225,2779.363,2.574798,-1.098474,-0.21,4178.43,2.34,15.54,1.35,1.26,98,0.93,5.19,-1.51,-1.19,852.52,0.23,0.47,7.33,1.07,26167.34,117.26,7.84,-2.77,1.62,13.33,68.2,57.88,1.02,57943.37,100159.52,32780.99,50898.63,90.81,37.56,-4.41,0.37,1.63,1.2,36.96,0.94,-26.34,A
4.34946,-0.000488,0.481385,3.422532,296.1163,32.36261,-16.41359,-0.15875,88.45615,-44.84069,24.83549,30.46678,20.08834,3.534491,24.59289,44.45862,19.76757,0,14.75304,27.35646,26.1486,15.47142,-5.921616,12.38306,-97.5877,-23.02288,-35.85936,14.05128,-11.02399,-15.46512,50.96038,6.770677,4.006889,0.040271,0.448412,0.334174,0.525259,0.267438,1.038293,0.153988,540,1.846403,0.022805,0.690429,2.15865,0.071612,2.373684,2.28435,1.234319,2.329051,2.42937,0,0.119167,0.22062,457.1428,140.7502,158.056,196.633,111.0593,449.3058,314.0819,302.3123,347.1815,0.000148,-0.062326,4.446563,2.612633,0.025708,-0.095337,15.27267,-2.083101,16.90808,0.02759,3.301376,-2.529683,-0.615408,2.784788,0.058546,3.372614,-2.817253,2.827466,-0.049206,18.12001,0.024296,-0.078248,2.539169,0.000069,0.001959,0.044264,-0.000186,0,0.1687,0.030534,0.034524,1375.594,1.447123,-0.995117,-0.49,3556.78,0.93,32.68,1.48,0.26,2,1.02,0.19,-0.81,0,-167.03,-0.36,0.2,3.14,0.55,4516.75,55.92,0.47,-1.15,0.84,24.49,70.37,140.33,1.26,245756.56,391126.49,40626.01,50470.25,85.14,1,-15.82,0.83,1.62,1.75,157.89,2.17,-9.28,A
5.23503,-0.000972,1.447922,6.018267,251.8482,24.04901,-17.42409,-0.400481,80.93614,-4.174568,30.28937,33.15042,16.73083,15.51975,31.89266,44.7227,4.1956,-10.53667,0,13.03247,24.11043,12.9209,-0.780805,5.308443,-80.90964,-24.97063,-39.03296,3.189701,-19.0041,-11.04559,42.90005,2.768399,4.493641,0.075871,1.033838,0.225103,0.394615,0.323053,0.788367,0.271193,365,1.825644,0.036684,0.510434,2.227207,0.123324,2.430994,2.323509,0.810342,2.361453,2.558206,0.001667,0.062292,0.161174,484.8485,111.4197,129.1711,100.4473,122.6878,407.545,274.0847,257.3481,339.9046,0.000385,0.845389,6.650279,2.427685,-0.008062,0.178168,14.70598,-1.920534,14.53559,-0.00282,3.011704,-2.442585,-0.194131,2.079639,-0.599892,3.150006,-1.94364,2.735774,0.011239,25.65196,-0.558199,0.016696,2.042129,0.000658,0.001688,0.041082,0.000141,0,0.176604,0.042076,0.036726,1101.469,2.141083,-1.139437,1.26,2558.47,2.22,43.57,2.68,1.88,5,1.81,-0.21,7.52,7.8,-224.11,-0.52,0.37,3.06,0.18,5672.16,54.51,-1.7,-1.4,0.88,31,70.52,162.9,2.21,156252.13,260263.05,25771.74,58840.64,87.97,1,-39.19,1.65,2.46,2.52,38.01,3.38,-11.22,A
3.821696,0.000137,0.764118,3.280656,127.9411,17.28471,-32.18642,0.062608,70.27065,-18.51062,21.29663,32.03752,14.08361,7.231193,18.8637,33.52023,8.968441,-3.788409,10.25265,25.0111,15.51061,14.0711,-10.02128,10.03373,-61.6701,-20.36775,-33.09357,5.631061,-14.20777,-20.03408,59.21847,4.477582,1.634528,0.112425,0.200757,0.342181,0.505885,0.341349,0.747532,0.144545,354,1.749722,0.023916,0.83431,2.12309,0.08446,2.384686,2.370126,1.099104,2.350708,2.456183,0,0.062292,0.18034,484.8485,124.9877,149.1057,216.5051,110.0255,477.8535,307.5166,318.6122,363.3826,0.000385,0.304162,3.948937,2.136563,-0.045849,-0.124186,16.45948,-1.809486,17.48617,0.035196,2.64625,-2.002589,-0.545658,2.464851,-0.534037,3.230651,-2.449667,2.553939,0.033029,17.76954,-0.041993,-0.107473,2.147799,0.00064,0.001168,0.034172,-0.000046,0,0.141464,0.032595,0.038537,1469.932,1.514848,-1.539538,0.63,6058.13,1.4,16.46,0.95,1.22,18,1.57,-0.52,10.65,9.37,3400.21,-0.17,0.41,5.57,0.37,20606.34,97.34,-1.23,1.41,1.44,34.41,94.24,120.9,2.34,90785.26,287426.44,21261.5,120340.54,151.57,0,-29.07,1.25,2.59,2.27,32.12,2.87,-15.06,A
5.331677,0.000005,1.200766,4.82999,149.1423,27.05178,-32.41794,0.290387,74.68246,-29.68542,19.82165,16.73471,16.03667,5.531704,18.10227,32.89727,6.185405,-5.034924,15.25585,30.86092,39.52323,13.77655,-15.70717,15.56025,-89.65857,-22.7915,-39.61165,11.51142,-25.13844,-24.8797,54.4026,0.484508,1.900047,0.105295,0.035257,0.324446,0.5153,0.293699,0.857131,0.136894,697,1.737579,0.015057,-0.158396,2.119614,0.085804,2.328013,2.345967,0.695871,2.308102,2.3901,0.008333,0.071042,0.159682,427.027,123.757,140.835,210.6192,89.87915,402.3176,294.7632,286.0678,348.7347,0.001234,0.181856,4.358099,2.027637,-0.076659,0.084896,16.59272,-2.529887,13.66672,0.02424,3.051438,-2.295648,-0.482306,2.250596,-0.209783,3.743399,-2.684977,3.244625,-0.017348,21.79887,-0.331815,0.273523,2.203224,-0.000011,0.000981,0.031315,-0.000042,0.000538,0.107393,0.028897,0.043037,1076.014,1.542321,-1.630509,0.02,4500.27,2.28,34.65,1.66,2.69,18,1.52,-0.21,11.9,11.64,850.59,0.03,0.42,5.95,0.49,20208.58,117.48,-0.05,6.9,1.5,30.35,82.74,174.46,2.65,189890.76,336590.68,32639.86,113453.51,119.18,22.24,-24.67,1.11,2.92,2.16,34.45,3.03,-20.94,A
4.553587,-0.00023,0.891663,4.025817,122.8799,20.92928,-32.97529,0.211618,65.77366,-35.29334,17.51196,15.94689,16.82411,0,17.14174,30.71332,0.759382,-11.04783,0,13.47947,20.62426,12.65648,-13.632,13.632,-76.1088,-17.32134,-31.44072,3.755702,-8.602136,-8.549459,54.81712,5.434281,0.609065,0.149814,0.674649,0.343953,0.461181,0.360872,0.79529,0.165759,390,1.738559,0.029058,0.753246,2.143391,0.093171,2.427015,2.41062,0.746451,2.385031,2.503022,0.0125,0.048333,0.164141,470.8599,147.0173,166.4108,172.867,164.0124,455.7234,288.9438,310.1033,367.239,0.000358,-0.033526,4.824923,1.942247,-0.051389,-0.106642,16.28698,-1.859947,14.01149,-0.051332,3.215807,-2.647877,-0.672263,2.367507,-0.324593,3.060898,-2.424023,2.301029,-0.028725,23.70855,0.168049,-0.357679,1.725873,-0.002147,0.00084,0.028996,-0.000931,0,0.120063,0.031857,0.041613,886.2349,2.492159,-1.22664,0.39,10822,1.32,22.34,1.45,0.87,10,1.41,-1.76,4.15,11.96,719.71,-0.4,0.62,6.87,0.93,22868.62,135.94,1.73,1.9,1.64,38.58,101.82,88.26,2.49,47715.12,135543.13,66361.6,135496.26,150.48,1,-28.3,1.16,2.48,1.54,33.39,2.26,-23.55,A
4.880624,0.00008,0.879273,3.920274,245.6659,37.64674,-22.70991,0.061618,85.88586,-30.55376,25.21784,31.24317,17.50329,7.231911,24.86938,42.14566,2.347786,-1.91467,7.242742,23.38622,41.53228,14.95421,-6.428893,8.633154,-78.86517,-20.00453,-34.50969,3.065116,-4.841315,-13.56482,60.04489,4.881444,7.315161,0.068639,0.546722,0.307833,0.51118,0.301528,1.09045,0.19795,1039,1.793985,0.026902,0.661031,2.16459,0.117103,2.390812,2.422805,0.983995,2.35495,2.455917,0,0.085833,0.205259,481.6999,134.8513,161.348,212.9221,121.8934,465.8426,326.7448,335.2306,405.2171,-0.000241,0.048382,4.982805,2.354655,0.011273,-0.122238,18.95132,-1.940082,14.23975,0.047477,2.702338,-2.008607,-0.428737,2.17641,-0.329573,3.072594,-2.222471,2.602506,-0.002282,18.57614,-0.047187,0.066976,2.235138,0.001353,0.001939,0.044039,0.000463,0,0.145632,0.033079,0.038107,1439.735,1.182672,-1.481282,-0.05,5824.34,1.42,22.35,1.55,1.05,1,1.35,-0.44,1.96,8.9,1074.34,-0.37,0.26,5.19,0.42,15896.6,78.14,0.38,-0.42,1.11,30.69,94.55,102.31,2.54,29435.32,73709.83,38062.88,113729.08,128.15,20.9,-29.96,1.2,2.16,2.31,22.68,1.5,-13.64,A
4.861055,-0.00024,0.68311,3.699202,147.2603,11.60319,-26.82762,-0.010583,60.61953,-17.28697,19.62507,13.57785,12.4056,6.218997,18.87322,30.53636,14.35146,0,7.019067,20.19711,27.10666,19.11475,-19.448,13.9157,-87.64398,-25.75485,-38.59684,0,-18.18173,-20.68888,44.20847,3.343918,-1.876256,0.145469,0.537436,0.349084,0.503797,0.462208,0.781508,0.180429,38,1.796976,0.027867,0.634847,2.176426,0.115682,2.401514,2.476018,1.188553,2.341507,2.442744,0.008333,0.0725,0.154306,457.1428,137.5625,152.6731,284.9829,61.65179,431.6168,339.7111,343.8487,364.5959,-0.000053,0.362552,3.729668,1.96811,0.002035,-0.39862,22.55976,-1.983008,8.071512,-0.032903,2.175545,-1.444628,-0.301981,2.344659,-0.170854,3.033726,-2.295551,2.272194,0.060197,17.99095,-0.39133,-0.060495,2.389409,0.000547,0.001089,0.03301,0.000351,0,0.125128,0.035743,0.030013,1557.665,2.720018,-1.529217,-0.64,3223.65,1.25,10.52,1.23,2.19,59,1.47,-1.37,3.19,20.25,-2925.38,-0.33,0.26,6.27,0.35,27527.89,137.24,-0.63,-1.8,1.35,27.68,75.32,156.33,3.34,39152.74,114951.18,54341.76,198115.87,207.34,46.19,-40.13,1.62,3.2,1.78,50.42,1.96,-26.59,A
4.928394,-0.000596,0.973981,4.298867,214.8312,14.54462,-28.31058,0.149392,49.13711,-23.09115,17.1195,19.02642,11.04215,7.222234,17.30513,27.53425,13.73074,0,11.80564,22.42123,12.10469,16.23679,-5.481434,8.326647,-72.25037,-22.53575,-37.70921,6.833817,-24.75226,-17.70124,61.1787,10.31379,11.1521,0.111947,0.136563,0.349084,0.559529,0.303104,0.761065,0.208075,405,1.811892,0.023716,0.619147,2.188037,0.103674,2.356002,2.266707,1.649316,2.312539,2.373621,0.000833,0.089792,0.269013,484.8485,138.4687,171.0482,110.2766,242.9848,474.1491,385.5268,382.3742,428.1708,0.000393,0.421278,5.736867,1.681512,-0.047316,-0.097234,12.45403,-1.275817,10.5354,0.012548,1.871036,-1.47426,-0.30703,1.778723,-0.13514,2.740934,-1.737285,2.007946,0.029002,14.78995,-0.356335,-0.217778,1.945879,0.00158,0.001088,0.03299,0.000223,0,0.098922,0.025733,0.026168,1801.49,2.649559,0,-0.1,8301.1,1.4,21.71,1.05,2.79,5,1.35,0.59,0.5,10.26,-1023.49,-0.43,0.4,4.54,0.54,10231.27,117.07,3.78,1.12,1.07,37.31,110.73,104.83,2.91,16542.5,66531.28,56018.71,137054.67,163.55,1,-27.35,1.14,2.42,1.74,21.15,1.6,-21.18,A
2.931084,0.000415,0.513372,2.54955,359.7109,23.7621,-20.42128,-0.159958,64.68721,-45.25236,18.71851,15.73605,17.02643,0,17.59098,34.47451,14.10145,0,11.92327,29.08926,32.16912,15.86392,0,8.170774,-81.32946,-25.0597,-38.88973,7.088184,-9.241775,-2.127737,58.25052,5.556666,2.151893,0.06579,0.866308,0.341295,0.535366,0.323506,0.913185,0.194293,245,1.850139,0.02313,0.888616,2.149416,0.084421,2.374173,2.420598,1.007352,2.304351,2.43648,0.0025,0.15875,0.196007,484.8485,152.5881,166.7153,140.3509,172.8978,474.8363,326.804,369.1048,407.511,0.001058,0.313895,4.764317,2.510683,0.024801,-0.166114,15.59567,-1.431925,13.84659,0.010588,2.827436,-1.869996,-0.397406,2.503036,-0.567648,3.384085,-2.315375,2.620939,0.029707,15.15556,-0.151135,-0.197872,2.178709,0.000742,0.002027,0.045029,0.000339,0,0.146541,0.026813,0.033791,1600.666,1.675717,-0.746533,0.16,10131.02,1.37,33.94,3.5,1.02,32,1.1,-2.94,-0.92,5.04,347.33,-0.02,0.65,11.7,1.07,78538.37,67.81,0.35,4.52,2.58,49.29,112.53,98.38,2.06,33132.48,103131.26,26039.76,60216.9,97.11,1,-27.41,1.25,1.71,1.57,56.12,1.25,-12.95,A
